message_id,gateway_id,received_at,rx_lat,rx_lng,rssi,snr,tx_count,satellites_used,gps_lat,gps_lng
3708,eui-a84041ffff2277f8,2024-12-17T11:43:23.640462878+01:00,51.9964618082499,4.37768161296845,-105,4.8,7856,0,4.309999942779541,52.0
3708,eui-0000024b080605f0,2024-12-17T11:43:23.660082320+01:00,52.065267,4.469516,-115,-14.5,7856,0,4.309999942779541,52.0
3708,eui-a840411ecd644150,2024-12-17T11:43:23.660819970+01:00,51.98687557914596,4.367481172084809,-132,-17.2,7856,0,4.309999942779541,52.0
3708,eui-58a0cbfffe804e23,2024-12-17T11:43:23.622891012+01:00,52.00200284022436,4.366765022277833,-113,-13.25,7856,0,4.309999942779541,52.0
3708,packetbroker,2024-12-17T11:43:23.721861222+01:00,51.9180793762207,4.494808197021484,-111,-14.0,7856,0,4.309999942779541,52.0
3709,eui-a84041ffff2277f8,2024-12-17T11:43:56.179232042+01:00,51.9964618082499,4.37768161296845,-107,-2.0,7859,0,4.309999942779541,52.0
3709,packetbroker,2024-12-17T11:43:56.188778636+01:00,51.9592895500121,4.46556134394522,-118,-20.5,7859,0,4.309999942779541,52.0
3709,eui-0000024b080605f0,2024-12-17T11:43:56.179802828+01:00,52.065267,4.469516,-119,-15.25,7859,0,4.309999942779541,52.0
3709,eui-0000024b080604ba,2024-12-17T11:43:56.142993800+01:00,52.05966806958092,4.469394385814668,-105,2.0,7859,0,4.309999942779541,52.0
3709,eui-58a0cbfffe804e23,2024-12-17T11:43:56.163649037+01:00,52.00200284022436,4.366765022277833,-115,-19.25,7859,0,4.309999942779541,52.0
3709,packetbroker,2024-12-17T11:43:56.274681577+01:00,51.95325,4.55745,-114,-15.5,7859,0,4.309999942779541,52.0
3710,eui-a84041ffff2277f8,2024-12-17T11:44:06.837026509+01:00,51.9964618082499,4.37768161296845,-105,4.0,7860,0,4.309999942779541,52.0
3710,packetbroker,2024-12-17T11:44:06.844471637+01:00,51.94119277889724,4.228599071502686,-119,-17.2,7860,0,4.309999942779541,52.0
3710,eui-0000024b080605f0,2024-12-17T11:44:06.843774573+01:00,52.065267,4.469516,-117,-14.75,7860,0,4.309999942779541,52.0
3710,eui-0000024b080604ba,2024-12-17T11:44:06.832707712+01:00,52.05966806958092,4.469394385814668,-104,-1.75,7860,0,4.309999942779541,52.0
3710,eui-58a0cbfffe804e23,2024-12-17T11:44:06.816283700+01:00,52.00200284022436,4.366765022277833,-113,-14.25,7860,0,4.309999942779541,52.0
3714,eui-a84041ffff2277f8,2024-12-17T11:46:06.168847136+01:00,51.9964618082499,4.37768161296845,-106,3.2,7871,0,4.309999942779541,52.0
3714,eui-0000024b080605f0,2024-12-17T11:46:06.168917379+01:00,52.065267,4.469516,-117,-15.0,7871,0,4.309999942779541,52.0
3714,packetbroker,2024-12-17T11:46:06.207277296+01:00,51.94119277889724,4.228599071502686,-119,-16.8,7871,0,4.309999942779541,52.0
3714,eui-58a0cbfffe804e23,2024-12-17T11:46:06.150336087+01:00,52.00200284022436,4.366765022277833,-114,-13.5,7871,0,4.309999942779541,52.0
3715,eui-a84041ffff2277f8,2024-12-17T11:46:16.820183644+01:00,51.9964618082499,4.37768161296845,-106,3.8,7872,0,4.309999942779541,52.0
3715,eui-0000024b080605f0,2024-12-17T11:46:16.841207495+01:00,52.065267,4.469516,-115,-15.75,7872,0,4.309999942779541,52.0
3715,eui-58a0cbfffe804e23,2024-12-17T11:46:16.810807734+01:00,52.00200284022436,4.366765022277833,-113,-14.25,7872,0,4.309999942779541,52.0
3715,packetbroker,2024-12-17T11:46:16.896999034+01:00,51.9180793762207,4.494808197021484,-106,-14.8,7872,0,4.309999942779541,52.0
3716,eui-a84041ffff2277f8,2024-12-17T11:46:38.133387211+01:00,51.9964618082499,4.37768161296845,-106,3.8,7874,0,4.309999942779541,52.0
3716,eui-0000024b080605f0,2024-12-17T11:46:38.129829657+01:00,52.065267,4.469516,-117,-15.5,7874,0,4.309999942779541,52.0
3716,eui-a840411ecd644150,2024-12-17T11:46:38.128245858+01:00,51.98687557914596,4.367481172084809,-136,-18.5,7874,0,4.309999942779541,52.0
3716,packetbroker,2024-12-17T11:46:38.151710810+01:00,51.94119277889724,4.228599071502686,-118,-16.8,7874,0,4.309999942779541,52.0
3716,eui-58a0cbfffe804e23,2024-12-17T11:46:38.111080625+01:00,52.00200284022436,4.366765022277833,-113,-13.25,7874,0,4.309999942779541,52.0
3716,eui-0000024b080604ba,2024-12-17T11:46:37.975432161+01:00,52.05966806958092,4.469394385814668,-105,-2.75,7874,0,4.309999942779541,52.0
3721,eui-a84041ffff2277f8,2024-12-17T11:47:52.537030581+01:00,51.9964618082499,4.37768161296845,-107,-0.5,7881,0,4.309999942779541,52.0
3721,eui-0000024b080605f0,2024-12-17T11:47:52.546060835+01:00,52.065267,4.469516,-117,-14.5,7881,0,4.309999942779541,52.0
3721,packetbroker,2024-12-17T11:47:52.612076950+01:00,51.9180793762207,4.494808197021484,-114,-11.5,7881,0,4.309999942779541,52.0
3722,eui-a84041ffff2277f8,2024-12-17T11:48:03.187701040+01:00,51.9964618082499,4.37768161296845,-108,3.0,7882,0,4.309999942779541,52.0
3722,eui-0000024b080605f0,2024-12-17T11:48:03.201884177+01:00,52.065267,4.469516,-118,-15.25,7882,0,4.309999942779541,52.0
3722,eui-58a0cbfffe804e23,2024-12-17T11:48:03.218525792+01:00,52.00200284022436,4.366765022277833,-114,-14.5,7882,0,4.309999942779541,52.0
3722,eui-0000024b080604ba,2024-12-17T11:48:03.106889506+01:00,52.05966806958092,4.469394385814668,-103,3.5,7882,0,4.309999942779541,52.0
3722,packetbroker,2024-12-17T11:48:03.296210212+01:00,51.95325,4.55745,-112,-9.0,7882,0,4.309999942779541,52.0
3711,eui-a84041ffff2277f8,2024-12-17T11:44:17.865959021+01:00,51.9964618082499,4.37768161296845,-104,3.5,7861,0,4.309999942779541,52.0
3711,eui-0000024b080605f0,2024-12-17T11:44:17.889011709+01:00,52.065267,4.469516,-117,-14.25,7861,0,4.309999942779541,52.0
3711,eui-58a0cbfffe804e23,2024-12-17T11:44:17.846325664+01:00,52.00200284022436,4.366765022277833,-114,-16.0,7861,0,4.309999942779541,52.0
3539,eui-a84041ffff2277f8,2024-12-17T10:11:34.233724841+01:00,51.9964618082499,4.37768161296845,-106,3.0,7347,0,4.309999942779541,52.0
