message_id,gateway_id,received_at,rx_lat,rx_lng,rssi,snr,tx_count,satellites_used,gps_lat,gps_lng
1350,eui-a84041ffff2277f8,2024-12-16T16:26:30.878600128+01:00,51.9964618082499,4.37768161296845,-109,4.0,1417,0,4.309999942779541,52.0
1350,eui-0000024b080605f0,2024-12-16T16:26:30.875854011+01:00,52.065267,4.469516,-117,-18.0,1417,0,4.309999942779541,52.0
1350,eui-58a0cbfffe804e23,2024-12-16T16:26:30.913827592+01:00,52.00200284022436,4.366765022277833,-115,-14.25,1417,0,4.309999942779541,52.0
1350,packetbroker,2024-12-16T16:26:30.949104058+01:00,51.9180793762207,4.494808197021484,-108,-16.0,1417,0,4.309999942779541,52.0
1350,eui-0000024b080604ba,2024-12-16T16:26:30.894612584+01:00,52.05966806958092,4.469394385814668,-94,-7.0,1417,0,4.309999942779541,52.0
1350,packetbroker,2024-12-16T16:26:31.045894577+01:00,51.95325,4.55745,-103,-13.5,1417,0,4.309999942779541,52.0
1351,eui-a84041ffff2277f8,2024-12-16T16:26:42.448612469+01:00,51.9964618082499,4.37768161296845,-108,3.8,1418,0,4.309999942779541,52.0
1351,eui-0000024b080605f0,2024-12-16T16:26:42.447910398+01:00,52.065267,4.469516,-117,-15.5,1418,0,4.309999942779541,52.0
1351,eui-58a0cbfffe804e23,2024-12-16T16:26:42.464297351+01:00,52.00200284022436,4.366765022277833,-115,-14.25,1418,0,4.309999942779541,52.0
1351,packetbroker,2024-12-16T16:26:42.506033155+01:00,51.9180793762207,4.494808197021484,-106,-14.0,1418,0,4.309999942779541,52.0
1351,eui-0000024b080604ba,2024-12-16T16:26:42.405297868+01:00,52.05966806958092,4.469394385814668,-102,-3.25,1418,0,4.309999942779541,52.0
1353,packetbroker,2024-12-16T16:27:25.063938651+01:00,51.91073487293693,4.2620191885886625,-119,-12.0,1422,0,4.309999942779541,52.0
1353,eui-a84041ffff2277f8,2024-12-16T16:27:25.058217751+01:00,51.9964618082499,4.37768161296845,-113,1.8,1422,0,4.309999942779541,52.0
1353,eui-0000024b080604ba,2024-12-16T16:27:24.943960429+01:00,52.05966806958092,4.469394385814668,-105,2.25,1422,0,4.309999942779541,52.0
1353,packetbroker,2024-12-16T16:27:25.126016972+01:00,51.9180793762207,4.494808197021484,-114,-8.2,1422,0,4.309999942779541,52.0
1353,packetbroker,2024-12-16T16:27:25.154017385+01:00,51.95325,4.55745,-119,-11.0,1422,0,4.309999942779541,52.0
1356,eui-a84041ffff2277f8,2024-12-16T16:29:22.747556224+01:00,51.9964618082499,4.37768161296845,-109,3.5,1433,0,4.309999942779541,52.0
1356,eui-58a0cbfffe804e23,2024-12-16T16:29:22.703208191+01:00,52.00200284022436,4.366765022277833,-115,-17.5,1433,0,4.309999942779541,52.0
1356,packetbroker,2024-12-16T16:29:22.785774650+01:00,51.94119277889724,4.228599071502686,-119,-19.0,1433,0,4.309999942779541,52.0
1356,packetbroker,2024-12-16T16:29:22.819186896+01:00,51.9180793762207,4.494808197021484,-106,-15.2,1433,0,4.309999942779541,52.0
1358,eui-a84041ffff2277f8,2024-12-16T16:29:54.748523886+01:00,51.9964618082499,4.37768161296845,-108,3.8,1436,0,4.309999942779541,52.0
1358,eui-58a0cbfffe804e23,2024-12-16T16:29:54.701902476+01:00,52.00200284022436,4.366765022277833,-115,-12.5,1436,0,4.309999942779541,52.0
1360,eui-a84041ffff2277f8,2024-12-16T16:30:38.247286730+01:00,51.9964618082499,4.37768161296845,-108,1.8,1440,0,4.309999942779541,52.0
1360,eui-58a0cbfffe804e23,2024-12-16T16:30:38.205079047+01:00,52.00200284022436,4.366765022277833,-114,-13.0,1440,0,4.309999942779541,52.0
1361,eui-0000024b080604ba,2024-12-16T16:30:51.318438430+01:00,52.05966806958092,4.469394385814668,-93,-7.5,1441,0,4.309999942779541,52.0
1365,eui-a84041ffff2277f8,2024-12-16T16:31:44.703100195+01:00,51.9964618082499,4.37768161296845,-109,3.0,1446,0,4.309999942779541,52.0
1454,eui-a84041ffff2277f8,2024-12-16T17:15:18.636800695+01:00,51.9964618082499,4.37768161296845,-108,3.2,1686,0,4.309999942779541,52.0
1454,eui-0000024b080605f0,2024-12-16T17:15:18.652401527+01:00,52.065267,4.469516,-117,-16.25,1686,0,4.309999942779541,52.0
1454,eui-58a0cbfffe804e23,2024-12-16T17:15:18.533186921+01:00,52.00200284022436,4.366765022277833,-114,-13.0,1686,0,4.309999942779541,52.0
2278,eui-a84041ffff2277f8,2024-12-17T00:25:11.138405711+01:00,51.9964618082499,4.37768161296845,-109,2.5,4083,0,4.309999942779541,52.0
2278,packetbroker,2024-12-17T00:25:11.163351104+01:00,51.91073487293693,4.2620191885886625,-118,-19.5,4083,0,4.309999942779541,52.0
2278,eui-0000024b080605f0,2024-12-17T00:25:11.154597217+01:00,52.065267,4.469516,-120,-16.75,4083,0,4.309999942779541,52.0
2278,eui-0000024b080604ba,2024-12-17T00:25:11.085561329+01:00,52.05966806958092,4.469394385814668,-106,4.5,4083,0,4.309999942779541,52.0
2278,packetbroker,2024-12-17T00:25:11.214805894+01:00,51.9180793762207,4.494808197021484,-101,-9.5,4083,0,4.309999942779541,52.0
